Zip Code,Now married (except separated); Estimate; Population 15 years and over,Divorced; Estimate; Population 15 years and over,Never married; Estimate; Population 15 years and over
ZCTA5 86335,51,22,18.5
ZCTA5 86336,56.1,15.5,20.4
ZCTA5 86337,70,12.4,11.3
ZCTA5 86338,72.7,13.3,8
ZCTA5 86343,79.7,5.4,4.1
ZCTA5 86351,61.7,14.2,15.1
ZCTA5 86401,51.2,15.2,24.8
ZCTA5 86403,45.8,16.2,28.6
ZCTA5 86404,62.9,13.9,13.6
ZCTA5 86406,58.1,12.8,19
ZCTA5 86409,45.9,16.7,25.6
ZCTA5 86411,57.8,15.6,12.8
ZCTA5 86413,45.1,16.7,27.8
ZCTA5 86426,57.4,13.7,20.1
ZCTA5 86429,47.9,15.7,21.4
ZCTA5 86431,53,9.6,12.7
ZCTA5 86432,65.2,12.4,11.2
ZCTA5 86433,0,0,100
ZCTA5 86434,28.1,12.3,50.7
ZCTA5 86435,30.8,0,69.2
ZCTA5 86436,31.9,26.5,14.3
ZCTA5 86437,60,14.3,22.9
ZCTA5 86438,45.7,18.4,17.7
ZCTA5 86440,44.6,13.6,26.2
ZCTA5 86441,54.4,13.8,11.4
ZCTA5 86442,43.8,17.6,24.2
ZCTA5 86443,-,-,-
ZCTA5 86444,53.7,22,15.8
ZCTA5 86445,55.9,14.4,5
ZCTA5 86502,33.5,7.4,44.7
ZCTA5 86503,30.6,6.9,57
ZCTA5 86504,24.9,6,63
ZCTA5 86505,32.8,6.8,50.1
ZCTA5 86506,30,4.5,54.4
ZCTA5 86507,32.4,4.1,56.6
ZCTA5 86508,29.2,8,55.3
ZCTA5 86510,37,7.6,46.3
ZCTA5 86511,25.7,6.2,61.2
ZCTA5 86512,29.3,6.6,53.6
ZCTA5 86514,30.3,6.7,55.2
ZCTA5 86515,27.3,9.4,53.2
ZCTA5 86520,31.4,8.2,51.3
ZCTA5 86535,29.9,3.1,60.8
ZCTA5 86538,31.4,4.5,56.9
ZCTA5 86540,27.1,6.1,57.2
ZCTA5 86544,31,3.2,56
ZCTA5 86545,31.7,3,56.9
ZCTA5 86547,36.5,5.1,49.7
ZCTA5 86556,24,5.3,61.9
ZCTA5 87001,31.4,3.5,58.8
ZCTA5 87002,44.5,14.4,32
ZCTA5 87004,45.4,12.2,34.3
ZCTA5 87005,37.8,13.5,15
ZCTA5 87006,61.6,12.3,24.5
ZCTA5 87007,32.2,18.1,34.6
ZCTA5 87008,71.3,5,15.3
ZCTA5 87010,48.4,23.5,23
ZCTA5 87011,93.8,0,0
ZCTA5 87012,67.5,7.1,17.8
ZCTA5 87013,33.9,6.7,48.6
ZCTA5 87014,55.7,0,37.6
ZCTA5 87015,56.9,11.6,23.9
ZCTA5 87016,40.3,15.2,33.9
ZCTA5 87017,39.4,13.7,26.3
ZCTA5 87018,41.7,5.7,45.7
ZCTA5 87020,39.8,15.9,32.7
ZCTA5 87021,38.5,10,42.7
ZCTA5 87022,23.4,18.9,49.8
ZCTA5 87023,39.6,26.2,25.1
ZCTA5 87024,34,7.1,51.7
ZCTA5 87025,62.4,16.3,18.2
ZCTA5 87026,33.8,10.3,46.2
ZCTA5 87027,57.1,32.3,5
ZCTA5 87028,39.2,35.7,6.1
ZCTA5 87029,37.1,6.1,42.8
ZCTA5 87031,49.1,13.9,29.8
ZCTA5 87032,10.9,0,59.8
ZCTA5 87034,25.3,10.2,52.8
ZCTA5 87035,51.1,15.8,23.4
ZCTA5 87036,49.7,17.6,25.2
ZCTA5 87037,40.9,5,42.3
ZCTA5 87038,29.6,17,43.4
ZCTA5 87040,32.6,11.6,33.7
ZCTA5 87041,45.4,8.8,40.6
ZCTA5 87042,56.4,12,18.7
ZCTA5 87043,66,13.2,13.4
ZCTA5 87044,49.5,7.3,37.9
ZCTA5 87045,31.7,13,44.3
ZCTA5 87046,90.9,9.1,0
ZCTA5 87047,66.8,9.6,15.9
ZCTA5 87048,63.3,11,20.1
ZCTA5 87049,42.5,11.1,41.4
ZCTA5 87051,46.6,6.1,20.6
ZCTA5 87052,20,1.5,73.9
ZCTA5 87053,27.4,5.5,56.1
ZCTA5 87056,66.7,14.4,18.9
ZCTA5 87059,59.8,14.6,20.9
ZCTA5 87061,47.7,22,0
ZCTA5 87062,30.3,19.9,49.8
ZCTA5 87063,59.1,7.9,30
ZCTA5 87064,48.4,22.7,21.1
ZCTA5 87068,52.2,11.3,26
ZCTA5 87070,21.7,24.1,54.2
ZCTA5 87072,31.4,6.8,52.8
ZCTA5 87083,53.6,18.6,21.5
ZCTA5 87102,30,16.2,46.7
ZCTA5 87104,38.9,17.3,36.9
ZCTA5 87105,40.3,12.6,37.7
ZCTA5 87106,28.8,11.5,55.1
ZCTA5 87107,42.1,16.3,33.4
ZCTA5 87108,27.3,17,46.1
ZCTA5 87109,39.6,15.2,37.3
ZCTA5 87110,41.4,15.6,35.2
ZCTA5 87111,50,12.1,28.8
ZCTA5 87112,42,15.3,34.1
ZCTA5 87113,53.5,10.8,31.3
ZCTA5 87114,46.9,13.4,33
ZCTA5 87116,61,3.3,33.2
ZCTA5 87117,0,2.6,97.4
ZCTA5 87120,47.9,13.6,32.8
ZCTA5 87121,39.6,11.3,43
ZCTA5 87122,68.7,7,19.2
ZCTA5 87123,43.3,15,33.9
ZCTA5 87124,50.5,13.8,27.8
ZCTA5 87144,52.6,11.8,31.2
ZCTA5 87301,38.6,8.3,44.9
ZCTA5 87305,38.4,4.7,50.6
ZCTA5 87310,31.4,9.8,50.6
ZCTA5 87311,28.3,8.4,54.9
ZCTA5 87312,27.8,7.4,54
ZCTA5 87313,28.2,6.3,58.1
ZCTA5 87315,85.4,6.5,2.4
ZCTA5 87316,30.6,3.1,59.8
ZCTA5 87317,40.6,4.6,46.8
ZCTA5 87319,31.8,4.2,55.5
ZCTA5 87320,25.5,4.1,58.9
ZCTA5 87321,42.3,8,39.9
ZCTA5 87322,41.2,7.6,51.3
ZCTA5 87323,32,9.5,48.9
ZCTA5 87325,30,5.8,54.7
ZCTA5 87326,34.8,3.8,54.3
ZCTA5 87327,31.8,8.2,45.8
ZCTA5 87328,27.2,6.5,59.8
ZCTA5 87347,62.6,14,23.4
ZCTA5 87357,29.2,9.7,54.8
ZCTA5 87364,29.4,6,52.9
ZCTA5 87375,32.7,4.6,56.3
ZCTA5 87401,42.4,11.6,37.5
ZCTA5 87402,53.4,12.7,27.5
ZCTA5 87410,51.6,14.4,25.5
ZCTA5 87412,49.9,20,20.4
ZCTA5 87413,51.5,12.9,29.5
ZCTA5 87415,68.3,15.5,12.5
ZCTA5 87416,41.6,6.1,46
ZCTA5 87417,41.2,10.3,42.7
ZCTA5 87418,56.4,9,29.6
ZCTA5 87419,47,47.9,4.6
ZCTA5 87420,32.7,6.9,53.5
ZCTA5 87421,50.7,6.4,37.3
ZCTA5 87455,34.9,7.8,49.4
ZCTA5 87461,27.8,7.9,54.2
ZCTA5 87499,33.2,6,52
ZCTA5 87501,41,19.3,31.8
ZCTA5 87505,41,18,33
ZCTA5 87506,54.7,12.8,26.6
ZCTA5 87507,43.5,13.6,36.8
ZCTA5 87508,53.4,13.9,26.2
ZCTA5 87510,66.8,6.2,27
ZCTA5 87511,51.3,14.6,29.2
ZCTA5 87512,100,0,0
ZCTA5 87513,51.3,15,18.4
ZCTA5 87514,45.5,29.4,20.9
ZCTA5 87515,45.3,31.6,15.6
ZCTA5 87516,70.4,2.6,8.7
ZCTA5 87517,15.7,31.9,26.4
ZCTA5 87518,70.6,0,0
ZCTA5 87519,44.6,21.3,21.9
ZCTA5 87520,40.7,9.1,40.3
ZCTA5 87521,27.8,8.9,40.6
ZCTA5 87522,36.3,7.7,52.5
ZCTA5 87523,25.5,28,34.3
ZCTA5 87524,0,0,43.3
ZCTA5 87525,35.1,0,64.9
ZCTA5 87527,71.7,7.3,10.1
ZCTA5 87528,24.1,14.1,53.4
ZCTA5 87529,49.2,19.7,23.3
ZCTA5 87530,15.2,18.3,64.2
ZCTA5 87531,23.3,12.8,51.3
ZCTA5 87532,41.3,12.3,38.1
ZCTA5 87533,33.3,10,47.8
ZCTA5 87535,48.2,10.4,35.5
ZCTA5 87537,55.2,9.4,29.4
ZCTA5 87538,40,20.5,29.6
ZCTA5 87539,0,100,0
ZCTA5 87540,45.7,22.5,20.8
ZCTA5 87543,100,0,0
ZCTA5 87544,61.7,9.4,23.8
ZCTA5 87548,51.1,7.1,33.3
ZCTA5 87549,16.5,23.7,59.9
ZCTA5 87551,75.2,11.7,9.2
ZCTA5 87552,26.6,16,46.1
ZCTA5 87553,36.7,14,38.4
ZCTA5 87554,-,-,-
ZCTA5 87556,49.8,9.1,30.3
ZCTA5 87557,34.3,16.3,34.8
ZCTA5 87558,46,9.5,36.2
ZCTA5 87560,19.3,11.8,63.4
ZCTA5 87562,59.3,30,4.5
ZCTA5 87564,35.6,45.7,18.7
ZCTA5 87565,53.9,27.1,19
ZCTA5 87566,29.4,8.8,54.2
ZCTA5 87567,41,14.3,40
ZCTA5 87569,48.8,24.1,17.4
ZCTA5 87571,37.1,19.3,36
ZCTA5 87573,0,0,68.4
ZCTA5 87574,27.9,4.4,61.1
ZCTA5 87575,40,15.3,42
ZCTA5 87577,79.5,14.6,0
ZCTA5 87578,22.7,32.2,5.9
ZCTA5 87579,39.8,9.8,39.3
ZCTA5 87580,45.2,0,42.8
ZCTA5 87581,-,-,-
ZCTA5 87582,38.8,7,46.3
ZCTA5 87583,70,4.6,25.4
ZCTA5 87701,29.1,15.1,45.3
ZCTA5 87710,58.7,15.3,12.8
ZCTA5 87711,30.9,1.4,38.7
ZCTA5 87712,46.8,13.6,27.3
ZCTA5 87713,94.6,0,0
ZCTA5 87714,53.9,12.1,24.1
ZCTA5 87715,51.3,32.6,3.9
ZCTA5 87718,58.3,18,21.2
ZCTA5 87722,38.1,0,56.7
ZCTA5 87723,0.7,61.5,21.6
ZCTA5 87724,0,0,0
ZCTA5 87728,55.4,19.6,20.9
ZCTA5 87729,85.3,10.3,4.4
ZCTA5 87730,30.3,60.6,9.1
ZCTA5 87731,57.9,20.1,7.9
ZCTA5 87732,35.4,8.4,49.8
ZCTA5 87733,56.4,29.7,11.9
ZCTA5 87734,30.3,6,59.8
ZCTA5 87735,0,0,100
ZCTA5 87736,37.9,14.4,35.9
ZCTA5 87740,41.1,18.8,28.6
ZCTA5 87742,77.1,4,6.4
ZCTA5 87743,48.3,21.4,20.3
ZCTA5 87745,58.3,14.5,24
ZCTA5 87746,15.6,42.2,0
ZCTA5 87747,38.9,15.1,31.8
ZCTA5 87749,65.4,34.6,0
ZCTA5 87750,-,-,-
ZCTA5 87752,32.2,14.8,32.9
ZCTA5 87753,47.4,0,26.3
ZCTA5 87801,24.3,11.7,53.6
ZCTA5 87820,81.2,0,18.8
ZCTA5 87821,60.4,10.8,18.3
ZCTA5 87823,52,13.3,31
ZCTA5 87824,0,8.4,0
ZCTA5 87825,34.2,6.5,48.6
ZCTA5 87827,57.4,11.1,0
ZCTA5 87828,57.8,13,12.5
ZCTA5 87829,70.1,2.5,13.9
ZCTA5 87830,37,6.7,27
ZCTA5 87831,17.5,57.8,22
ZCTA5 87832,74.8,2.9,13.1
ZCTA5 87901,40.2,25.4,23
ZCTA5 87930,37.1,10.5,44.8
ZCTA5 87931,32.9,27.1,36.4
ZCTA5 87933,39.5,0,60.5
ZCTA5 87935,60.9,23.7,5.7
ZCTA5 87936,40.3,21.8,10.9
ZCTA5 87937,55.4,5.7,31.9
ZCTA5 87939,84.7,0,0
ZCTA5 87940,53.5,10,36.5
ZCTA5 87941,66.2,2.6,29.9
ZCTA5 87942,49.8,16,18
ZCTA5 87943,65.4,8.7,7.7
ZCTA5 88001,30.1,11.9,50.5
ZCTA5 88002,64.4,3.8,30.9
ZCTA5 88003,2,0.8,97.1
ZCTA5 88004,13.6,16.3,65.1
ZCTA5 88005,46.2,12.1,33.8
ZCTA5 88007,52.9,9.2,31
ZCTA5 88008,56.2,7.2,31.9
ZCTA5 88009,12.2,7.3,80.5
ZCTA5 88011,52.9,9.5,31.8
ZCTA5 88012,53.3,11.8,29.7
ZCTA5 88020,75.3,4.2,10.8
ZCTA5 88021,49.8,6.4,35.1
ZCTA5 88022,34.3,32,17.4
ZCTA5 88023,44.1,10.2,32.6
ZCTA5 88024,58.6,0,23
ZCTA5 88025,46.2,8.2,23.3
ZCTA5 88026,35.9,12,37.5
ZCTA5 88027,60.5,9.7,22.3
ZCTA5 88028,62.8,18.3,15.2
ZCTA5 88029,43.5,17.7,24
ZCTA5 88030,45.7,14,28
ZCTA5 88032,82.7,0,0
ZCTA5 88033,-,-,-
ZCTA5 88034,24.5,12.7,41.2
ZCTA5 88038,66.2,3.4,13.5
ZCTA5 88039,78.6,15.3,2.4
ZCTA5 88040,54.1,31.1,0
ZCTA5 88041,54.2,12.6,21.8
ZCTA5 88042,40.2,23.4,17.9
ZCTA5 88043,57.2,15.3,17.9
ZCTA5 88044,46.1,11,29.3
ZCTA5 88045,48.5,12.2,26.4
ZCTA5 88046,51.9,5.2,36.9
ZCTA5 88047,52.6,8.7,31.5
ZCTA5 88048,56,13.9,24
ZCTA5 88049,64.2,3.6,21.1
ZCTA5 88051,73.7,0,8.3
ZCTA5 88052,8.9,9.8,57.8
ZCTA5 88053,33.9,28.1,38
ZCTA5 88055,0,0,50
ZCTA5 88056,51.7,20.1,19
ZCTA5 88061,44,15.7,33.1
ZCTA5 88063,45.1,6.6,36.8
ZCTA5 88065,49.8,26.8,14.5
ZCTA5 88072,43.7,6.4,44.8
ZCTA5 88081,48.1,9.2,35.1
ZCTA5 88101,46.1,14,32.9
ZCTA5 88103,0,0.9,99.1
ZCTA5 88112,62.2,15,21.3
ZCTA5 88113,50,4.2,27.1
ZCTA5 88114,100,0,0
ZCTA5 88115,42,0,34.8
ZCTA5 88116,54.7,11.4,22
ZCTA5 88118,67.1,10.1,14.5
ZCTA5 88119,34.1,9.1,40.5
ZCTA5 88120,51.8,7.8,34.9
ZCTA5 88121,82.6,8.7,8.7
ZCTA5 88124,56,10.8,18
ZCTA5 88125,85.7,5.7,0
ZCTA5 88126,77.8,0,14.8
ZCTA5 88130,42.5,9.2,40.4
ZCTA5 88132,75.5,3.2,19.1
ZCTA5 88134,6.3,16.8,0
ZCTA5 88135,54.6,6.8,33.2
ZCTA5 88136,88,0,0
ZCTA5 88201,50.9,11.6,27.9
ZCTA5 88203,40.5,15.1,35.3
ZCTA5 88210,54.6,10.2,28.9
ZCTA5 88220,48.9,14.6,27.5
ZCTA5 88230,53.4,10.8,28.3
ZCTA5 88231,54.3,14.4,25.4
ZCTA5 88232,46,15.6,32.5
ZCTA5 88240,47.6,10.6,33.8
ZCTA5 88242,64.4,7.1,24.1
ZCTA5 88250,47.8,21.5,26.3
ZCTA5 88252,56.7,11.2,23.5
ZCTA5 88253,47.1,7.4,38.1
ZCTA5 88254,0,0,100
ZCTA5 88255,100,0,0
ZCTA5 88256,56.2,8.4,28.6
ZCTA5 88260,51.9,10.6,30.5
ZCTA5 88262,66.7,33.3,0
ZCTA5 88263,63.3,22.7,8
ZCTA5 88264,0,0,0
ZCTA5 88265,100,0,0
ZCTA5 88267,57.6,14.6,20.1
ZCTA5 88268,39.5,20.4,40.1
ZCTA5 88301,40.9,21.4,20.7
ZCTA5 88310,48.5,14.1,28.6
ZCTA5 88311,43.8,20.3,23.8
ZCTA5 88312,72,11.3,12.2
ZCTA5 88314,0,100,0
ZCTA5 88316,49.1,14.3,25.4
ZCTA5 88317,64.8,12.4,16
ZCTA5 88318,64,13.5,7.1
ZCTA5 88321,42.9,27.5,20.9
ZCTA5 88323,-,-,-
ZCTA5 88324,76.3,2.9,11
ZCTA5 88325,51.8,10.8,25
ZCTA5 88330,66.9,3.9,29.1
ZCTA5 88336,73.1,3.4,18.5
ZCTA5 88337,54.8,16,20.6
ZCTA5 88338,73.7,0,26.3
ZCTA5 88339,62.9,16.3,15.8
ZCTA5 88340,24.5,13.6,55.1
ZCTA5 88341,58.6,14.7,13
ZCTA5 88342,84.6,7.7,0
ZCTA5 88343,55.6,44.4,0
ZCTA5 88344,100,0,0
ZCTA5 88345,55.3,17.1,18.4
ZCTA5 88346,44,9.6,29.5
ZCTA5 88347,72.5,3.3,24.2
ZCTA5 88348,61.6,17.1,11.8
ZCTA5 88349,0,100,0
ZCTA5 88350,42.6,28.6,8
ZCTA5 88351,43.4,16.8,28.3
ZCTA5 88352,44,19.1,26.3
ZCTA5 88353,43.4,6.1,42.5
ZCTA5 88354,0,100,0
ZCTA5 88355,-,-,-
ZCTA5 88401,35.5,13.7,36.3
ZCTA5 88410,48,0,32
ZCTA5 88411,74,18,0
ZCTA5 88414,74.2,0,25.8
ZCTA5 88415,37.7,15,35.9
ZCTA5 88416,-,-,-
ZCTA5 88417,-,-,-
ZCTA5 88418,71.4,3.4,23.1
ZCTA5 88419,59.4,23.3,14.3
ZCTA5 88421,0,0,0
ZCTA5 88422,28.2,16.5,55.3
ZCTA5 88424,45.9,0,6.6
ZCTA5 88426,48.8,10.2,33.5
ZCTA5 88427,55.5,4.7,19.4
ZCTA5 88430,54.1,0,0
ZCTA5 88431,62.8,0,37.2
ZCTA5 88434,54,7.8,31.4
ZCTA5 88435,27.5,17.2,43.5
ZCTA5 88436,39.4,24,21.2
ZCTA5 89001,71.7,5.1,14.9
ZCTA5 89002,54.4,13.7,26.5
ZCTA5 89003,50.4,11.6,29.7
ZCTA5 89004,29.4,27.1,36.5
ZCTA5 89005,49.5,15.5,23.8
ZCTA5 89007,59.6,9.3,26.7
ZCTA5 89008,49.3,12,24.9
ZCTA5 89010,56.9,13.8,21.7
ZCTA5 89011,47,17,29
ZCTA5 89012,53.7,14.7,22.2
ZCTA5 89013,36,16.4,23.2
ZCTA5 89014,41.2,16.9,36.4
ZCTA5 89015,45.8,16.5,28.7
ZCTA5 89017,82.1,0,17.9
ZCTA5 89018,14.6,14.4,61.8
ZCTA5 89019,32.2,12.3,35.4
ZCTA5 89020,69.1,2.6,22.6
ZCTA5 89021,63.2,9.5,21.7
ZCTA5 89022,0,100,0
ZCTA5 89025,49.9,4.2,36.4
ZCTA5 89026,-,-,-
ZCTA5 89027,59.2,13.2,16.9
ZCTA5 89029,41.1,21.4,21.6
ZCTA5 89030,37.9,10.9,42.8
ZCTA5 89031,47.1,12.2,33.6
ZCTA5 89032,43.5,14.1,34.3
ZCTA5 89039,31.3,10.4,20.9
ZCTA5 89040,61,15.7,14.3
ZCTA5 89042,53.8,9.7,28.9
ZCTA5 89043,33.5,18.5,39.1
ZCTA5 89044,66.9,10,15.6
ZCTA5 89045,57.1,13.6,23.4
ZCTA5 89046,37.7,19.9,15.4
ZCTA5 89047,15.4,35.4,0
ZCTA5 89048,49.1,18.2,22.8
ZCTA5 89049,27.7,26.1,31.6
ZCTA5 89052,55,13,25.2
ZCTA5 89054,0,46.3,31.7
ZCTA5 89060,48,18.8,21
ZCTA5 89061,64.9,10.6,11.8
ZCTA5 89074,47.1,13.7,31.3
ZCTA5 89081,42.9,13.6,37.5
ZCTA5 89084,56.3,10.9,26.4
ZCTA5 89085,57,8.7,31
ZCTA5 89086,40.7,9,41.6
ZCTA5 89101,26.4,14.2,49.9
ZCTA5 89102,32.6,15.3,41.6
ZCTA5 89103,37.1,15.5,38.4
ZCTA5 89104,38.8,13.2,38.3
ZCTA5 89106,30.1,15.9,43.4
ZCTA5 89107,34.8,17.3,39.5
ZCTA5 89108,36,16.9,37.9
ZCTA5 89109,35.1,18.2,39.9
ZCTA5 89110,42.8,10.8,39
ZCTA5 89113,42.8,13.2,37.4
ZCTA5 89115,36.2,11.6,44.6
ZCTA5 89117,45.8,13.7,32.6
ZCTA5 89118,38,16.5,38.3
ZCTA5 89119,31.1,13.6,48.6
ZCTA5 89120,41.3,15.5,34.3
ZCTA5 89121,38.1,16,34.7
ZCTA5 89122,40.7,13.7,37
ZCTA5 89123,45,12.8,35.9
ZCTA5 89124,58.9,14.1,23.9
ZCTA5 89128,43.8,14.6,34.3
ZCTA5 89129,46.7,12.9,34.2
ZCTA5 89130,48.3,13.3,30.7
ZCTA5 89131,57.6,9.8,26.4
ZCTA5 89134,57,13.3,16.2
ZCTA5 89135,59.5,13.6,20.7
ZCTA5 89138,57.9,12.6,25.5
ZCTA5 89139,49.2,10.5,36.3
ZCTA5 89141,54.7,11.3,28.1
ZCTA5 89142,43.5,12,38.7
ZCTA5 89143,57.7,9.3,27.9
ZCTA5 89144,56.1,15.3,23.4
ZCTA5 89145,45.9,17.2,28.1
ZCTA5 89146,39.2,16.5,35.3
ZCTA5 89147,42.8,14.7,35.1
ZCTA5 89148,48.6,13,32.4
ZCTA5 89149,51.2,12.4,31.1
ZCTA5 89156,43.1,13.4,35.2
ZCTA5 89161,0,20.6,79.4
ZCTA5 89166,44,12,39.9
ZCTA5 89169,28.5,13.8,47.1
ZCTA5 89178,51,11.6,32.4
ZCTA5 89179,56.1,13.1,24.4
ZCTA5 89183,42.6,11.5,40
ZCTA5 89191,0.6,0.6,98.9
ZCTA5 89301,44.7,13.9,35
ZCTA5 89310,52.6,28.2,11.2
ZCTA5 89311,70.8,0,29.2
ZCTA5 89314,41.3,11.5,38.7
ZCTA5 89316,59.6,19.6,14
ZCTA5 89317,33.6,30.3,28
ZCTA5 89318,54.4,12.5,19
ZCTA5 89319,73.3,12,5.3
ZCTA5 89402,100,0,0
ZCTA5 89403,53.3,17.4,22.5
ZCTA5 89404,61.3,18.7,0
ZCTA5 89405,70.4,0,29.6
ZCTA5 89406,55.4,14,23.6
ZCTA5 89408,52.3,12.5,26.6
ZCTA5 89409,37.3,50.6,7
ZCTA5 89410,56.1,15.9,20.7
ZCTA5 89411,76.9,4.8,13.1
ZCTA5 89412,65.7,8.7,13
ZCTA5 89413,61.8,10.1,22.3
ZCTA5 89414,38.3,26.9,9.5
ZCTA5 89415,48.3,9.9,26.5
ZCTA5 89418,59,25.3,6.1
ZCTA5 89419,42.9,19.1,30.8
ZCTA5 89420,0,0,0
ZCTA5 89421,27.5,7.5,54.1
ZCTA5 89422,0,47.1,29.4
ZCTA5 89423,68.1,12.1,12.9
ZCTA5 89424,21.5,7.7,54.9
ZCTA5 89425,88.4,5.2,6.5
ZCTA5 89426,22.5,76.8,0.7
ZCTA5 89427,29.8,15.1,49.3
ZCTA5 89428,53.6,23.2,23.2
ZCTA5 89429,48.7,18.6,23
ZCTA5 89430,55.3,8.6,20.7
ZCTA5 89431,40.9,16,34.8
ZCTA5 89433,45.9,15.8,30.9
ZCTA5 89434,48.5,14.7,29.1
ZCTA5 89436,59.8,11.6,23.4
ZCTA5 89438,58,0,15.9
ZCTA5 89439,62.3,8.3,22.8
ZCTA5 89440,30.1,39,21.4
ZCTA5 89441,61.5,7.5,25.4
ZCTA5 89442,35.6,20.7,35.3
ZCTA5 89444,60.9,14.1,16.3
ZCTA5 89445,51.7,15.4,27.5
ZCTA5 89446,-,-,-
ZCTA5 89447,41.2,19.1,28.3
ZCTA5 89448,63,14,18.4
ZCTA5 89449,45.4,19.8,29.1
ZCTA5 89450,59.3,33,7.7
ZCTA5 89451,60.8,11.7,22.8
ZCTA5 89460,57.1,10.9,23.9
ZCTA5 89501,25.6,22.2,42
ZCTA5 89502,38.2,16.9,35.8
ZCTA5 89503,30.5,12.7,50.2
ZCTA5 89506,45.5,13.8,34
ZCTA5 89508,62.2,10.8,21.8
ZCTA5 89509,43.9,16.6,31.9
ZCTA5 89510,56.2,21,15.9
ZCTA5 89511,61.5,10.5,21.9
ZCTA5 89512,30.1,18.8,41.4
ZCTA5 89519,59.9,11.5,19.1
ZCTA5 89521,59.2,11.5,22.9
ZCTA5 89523,52.7,12.9,29.5
ZCTA5 89701,41.7,18.2,31.3
ZCTA5 89702,-,-,-
ZCTA5 89703,56.1,12.4,20.6
ZCTA5 89704,65.9,15,13.5
ZCTA5 89705,55.1,11.7,22.9
ZCTA5 89706,42,20,28.3
ZCTA5 89801,48.5,12.8,33
ZCTA5 89815,67.9,9.5,18.6
ZCTA5 89820,48.9,13.1,25.3
ZCTA5 89821,72.9,10.5,9.5
ZCTA5 89822,44.9,24.3,20
ZCTA5 89823,81,0,19
ZCTA5 89825,38.4,17.6,27.4
ZCTA5 89826,-,-,-
ZCTA5 89828,100,0,0
ZCTA5 89830,56.6,0,24.8
ZCTA5 89831,100,0,0
ZCTA5 89832,27.2,21.8,44.1
ZCTA5 89833,67.2,0,28.8
ZCTA5 89834,48,0,43.1
ZCTA5 89835,55.9,8.8,23.5
ZCTA5 89883,59.5,13.7,23.8
ZCTA5 90001,37.6,4.9,49.1
ZCTA5 90002,33.4,5.4,53.1
ZCTA5 90003,34.3,5.2,52.6
ZCTA5 90004,37.5,7.5,49
ZCTA5 90005,33.1,8,51.3
ZCTA5 90006,32.4,7.4,51.9
ZCTA5 90007,20.9,3.8,70.3
ZCTA5 90008,31.5,14,45.5
ZCTA5 90010,41.9,12.1,38.6
ZCTA5 90011,33.7,4.2,56.1
ZCTA5 90012,29.5,7.6,53.4
ZCTA5 90013,17.6,10.3,63.1
ZCTA5 90014,16.8,16.6,58.7
ZCTA5 90015,30.3,6.6,56.2
ZCTA5 90016,36.1,9.8,45.3
ZCTA5 90017,27.9,7.7,58.5
ZCTA5 90018,33.7,9.2,49.1
ZCTA5 90019,37.2,9,46
ZCTA5 90020,39.4,7.3,47.5
ZCTA5 90021,17.3,10.1,64.7
ZCTA5 90022,39,5.4,46.1
ZCTA5 90023,37.8,5.4,48.4
ZCTA5 90024,21.1,5.1,69.2
ZCTA5 90025,34.6,8.8,51.7
ZCTA5 90026,31.1,7,55.1
ZCTA5 90027,33.7,8.6,49.9
ZCTA5 90028,22.4,9.2,61.2
ZCTA5 90029,32.4,7.8,52.2
ZCTA5 90031,37.5,6.5,46.5
ZCTA5 90032,35.6,8,47
ZCTA5 90033,32.2,6.3,52.2
ZCTA5 90034,36,8.6,50.5
ZCTA5 90035,41.5,8.7,42
ZCTA5 90036,37.7,8.3,48.7
ZCTA5 90037,30.4,6.9,54.6
ZCTA5 90038,30,7.3,56.7
ZCTA5 90039,41.1,8.1,43.6
ZCTA5 90040,39,9.7,41.5
ZCTA5 90041,40.7,7.8,41.5
ZCTA5 90042,39,8.5,46
ZCTA5 90043,32.2,9.6,48.8
ZCTA5 90044,32.5,8.4,50.7
ZCTA5 90045,39.4,8,46.3
ZCTA5 90046,30.1,10.6,53.1
ZCTA5 90047,30.8,10.7,47.3
ZCTA5 90048,36,9.4,48.8
ZCTA5 90049,46.5,9,38.4
ZCTA5 90056,43.2,14.8,30.9
ZCTA5 90057,29.2,5.9,57.1
ZCTA5 90058,16.8,4.1,69.7
ZCTA5 90059,30.7,6.5,54.1
ZCTA5 90061,31.1,7.8,50.6
ZCTA5 90062,32.6,8.6,51.3
ZCTA5 90063,41.5,5.7,43.1
ZCTA5 90064,47.3,8.6,39.2
ZCTA5 90065,41.1,7.3,44.1
ZCTA5 90066,42.4,8.8,42.9
ZCTA5 90067,55.6,5.2,21.9
ZCTA5 90068,37,9.7,49.4
ZCTA5 90069,25.3,9.8,60
ZCTA5 90071,-,-,-
ZCTA5 90073,12.5,23.3,49.9
ZCTA5 90077,62.9,8.4,23.7
ZCTA5 90079,-,-,-
ZCTA5 90089,0,0,99.9
ZCTA5 90090,-,-,-
ZCTA5 90094,49.9,6.1,41.4
ZCTA5 90095,-,-,-
ZCTA5 90201,39.8,4.8,48.5
ZCTA5 90210,58.3,6.2,25.9
ZCTA5 90211,46.2,9.9,35.1
ZCTA5 90212,47.2,10.5,34.2
ZCTA5 90220,35.5,8.6,46.6
ZCTA5 90221,39.6,5.7,47.1
ZCTA5 90222,37.7,6.7,48.2
ZCTA5 90230,45.6,10,38.7
ZCTA5 90232,44.8,9.5,40.4
