Zip Code,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Less than high school graduate,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - High school graduate (includes equivalency),MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Some college or associate's degree,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Bachelor's degree,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Graduate or professional degree,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Now married (except separated); Estimate; Population 15 years and over,Divorced; Estimate; Population 15 years and over,Never married; Estimate; Population 15 years and over
96016,60996,19554,-,-,61957,-,-,0.0,0.0,54.3,0.0,3.5,6.8,64.3,0,14
96017,45834,12198,-,-,-,24375,-,2.4,6.3,31.5,9.4,20.5,11.0,59.6,11,22.1
96019,59493,3669,25292,27453,30647,47667,63897,1.9,9.3,32.5,9.9,12.4,3.9,43.4,18.8,31.5
96020,64113,9633,16691,30750,21045,-,83125,1.2,5.7,40.1,5.7,14.5,4.8,58.5,11.4,21.4
96021,57582,6330,25616,30704,30881,43958,57206,10.3,11.8,27.6,6.9,6.7,4.1,55.4,10.7,27.5
96022,67279,6038,28077,29808,32905,47891,73286,4.8,7.0,33.6,10.5,10.2,5.3,57,12.2,23.8
96023,42352,6496,18750,23063,26818,-,6250,10.7,9.9,31.2,7.4,7.4,2.3,59.8,7.8,21.7
96024,60091,17863,-,38036,32583,23958,-,1.7,2.3,32.4,14.0,20.1,1.9,58.4,20.5,16.2
96025,46207,3769,7500,22500,20320,30357,15750,1.6,8.2,31.5,10.4,15.9,6.1,48.2,18.9,24.1
96027,59962,6342,-,-,24406,13224,85781,0.1,10.6,28.0,6.7,18.9,7.8,58.3,11.8,19.6
96028,67364,15705,-,50258,40071,-,-,3.0,1.6,31.6,13.3,7.7,2.3,41.8,11,29.7
96029,52166,14773,-,-,49500,-,-,3.9,5.5,30.7,15.7,10.2,0.0,77,3.6,15.1
96031,29023,7493,-,-,36250,11250,-,0.0,9.1,20.5,0.0,31.8,0.0,60.2,13.6,22.7
96032,61584,6714,23611,25179,32167,70074,38750,2.2,8.9,21.2,10.8,19.7,6.1,67.3,10.3,15
96033,46103,5785,30500,36250,38125,-,31042,0.5,9.9,29.3,9.7,9.0,6.1,47.2,15.9,27.1
96034,42914,14713,-,36875,11042,63438,35000,0.0,11.5,24.0,23.0,10.9,7.7,56.3,12.1,23.7
96035,50181,7212,26750,30852,20855,32171,-,15.0,13.6,29.3,4.9,5.9,2.6,47.6,15,28.7
96037,54166,19774,-,27054,-,-,-,0.0,3.7,42.4,4.1,10.6,0.9,55.6,30.6,11.6
96038,51101,9444,-,25042,14583,-,66563,6.0,5.8,25.7,4.0,8.2,6.0,51.6,13.4,24.2
96039,45402,11896,21597,18750,-,16250,53375,2.5,15.9,28.4,5.3,12.9,6.4,49.8,16.7,20
96040,43305,15030,-,-,-,-,-,8.3,10.1,38.2,13.4,15.2,0.0,74.6,3.3,9.6
96041,49342,9752,-,10810,21676,35625,-,1.7,5.4,30.5,6.3,12.4,4.4,59.2,9.6,22.5
96044,45888,4887,18750,32708,26908,51500,53333,3.1,11.9,38.9,4.9,8.5,5.5,57.7,12.2,20.1
96046,N,N,-,-,-,-,-,0.0,46.0,0.0,0.0,0.0,0.0,100,0,0
96047,60236,15609,-,41500,57875,34844,-,0.0,5.9,37.0,9.4,16.4,2.7,52.5,13.5,18.5
96048,50059,8675,-,30962,-,-,-,1.2,3.4,30.9,5.6,16.2,5.1,59.2,12.3,21.3
96049,31595,18963,-,-,-,-,-,0.0,19.6,17.4,0.0,6.5,0.0,43.5,19.6,0
96050,42063,7121,-,-,25000,12917,-,3.8,10.7,35.8,6.3,13.2,3.5,55.4,24.8,13.7
96051,62954,12962,-,36313,33333,79200,-,0.5,7.4,37.0,18.1,10.9,4.2,45,20.9,26
96052,53522,10136,-,26458,21750,-,-,1.6,10.5,33.0,7.7,11.2,3.1,53.6,18.5,19
96054,35553,11215,-,-,20714,-,-,4.7,11.1,30.2,4.3,11.9,10.2,64.6,11.3,12.1
96055,60582,7492,23780,21523,35918,47143,38813,8.7,6.7,27.0,7.5,10.9,7.7,52.2,14.3,26.4
96056,62447,9784,25938,25865,26968,45385,51719,0.9,6.9,27.0,7.5,12.8,11.3,69.7,11.3,12
96057,56069,8873,-,31429,15455,-,-,1.6,4.9,31.3,13.2,12.0,5.9,54.1,13.5,23.6
96058,61256,21119,19583,9688,-,-,30521,18.8,18.1,15.5,4.6,12.8,10.4,46.5,18.1,27
96059,46944,12865,-,27778,14500,31335,-,3.9,4.1,38.0,6.4,19.2,2.7,56.6,16.3,23.3
96061,91727,38078,-,-,-,-,-,0.0,9.5,4.8,47.6,38.1,0.0,95.2,0,0
96062,86535,21229,-,-,30250,38068,99750,0.4,9.5,37.0,10.1,14.4,13.4,63.9,12.6,16.2
96063,63933,12959,-,43106,52875,56250,35000,0.0,16.8,19.6,4.5,23.5,6.7,62.1,5.8,30.6
96064,60064,4724,16711,27337,32800,39063,51406,3.8,6.1,35.0,13.1,9.1,5.5,53.4,14.7,23.5
96065,51658,8900,-,-,51250,"2,500-",-,0.0,14.2,28.8,13.6,10.7,7.1,50,15.9,21.9
96067,59364,7639,45580,22188,24592,27094,37132,1.4,3.0,32.6,14.1,20.7,13.8,51,16.9,24.2
96068,25388,9780,-,-,-,-,-,0.0,29.8,16.3,0.0,8.7,0.0,33.9,22.6,38.7
96069,62563,16396,23594,23000,44167,-,63750,1.9,4.7,21.2,16.3,19.7,4.7,69.4,10.3,10
96071,59962,17106,-,-,-,-,-,0.0,0.0,36.2,17.0,19.1,0.0,63.8,36.2,0
96073,98168,10766,-,32188,43846,53750,68906,0.7,1.5,32.8,13.2,20.4,10.3,66.6,6.7,20
96074,39400,16632,-,"2,500-",-,-,-,14.3,8.8,32.7,6.1,1.4,1.4,30.5,20.8,25.3
96075,39248,10721,-,"2,500-",18750,35568,-,0.0,19.5,33.0,0.4,11.9,0.8,21.4,24.6,32.5
96076,43390,16132,-,-,41818,-,-,0.0,8.6,32.6,10.9,16.0,1.1,47.8,24.7,16.5
96080,56934,3908,22760,25711,26414,53274,68750,4.5,6.9,30.5,7.5,11.7,4.4,48,14.2,28.1
96084,55669,9901,-,-,25938,-,-,1.0,8.1,32.1,8.8,5.2,7.8,64,4.8,25.8
96085,87973,30171,-,-,-,-,-,2.4,12.0,13.3,6.0,27.7,14.5,80.9,12.4,6.7
96086,43686,6983,-,21875,-,-,"2,500-",1.3,2.1,26.3,14.8,18.2,6.8,45.1,16.5,25.5
96087,47065,12094,-,50625,37833,36484,-,0.0,6.3,31.2,17.6,14.4,6.9,55.2,12.4,20.5
96088,56833,5099,35833,21296,30126,52838,42321,1.9,11.0,34.9,12.2,7.2,4.3,59.5,16.2,14.4
96090,53024,9083,11667,-,48438,50714,42917,4.0,15.3,30.7,12.3,10.0,5.3,58.6,9.9,25.2
96091,62296,8406,"2,500-",-,-,-,-,1.3,7.1,28.8,7.1,20.6,7.1,49.4,13.7,27.8
96092,65356,39937,-,-,-,-,-,8.7,0.0,26.1,14.2,12.4,29.8,24.3,18.8,43.1
96093,53380,8449,17460,19083,35192,19688,-,2.7,10.6,30.4,11.0,15.5,4.3,48,16.8,23.3
96094,62007,4115,19491,30651,23512,52917,33838,2.9,4.4,29.4,12.7,17.3,11.0,46.3,15.8,30.2
96096,73235,12448,35625,30972,36797,103500,-,6.3,3.7,39.3,10.9,10.9,5.3,69.2,8.6,16.5
96097,50103,3496,-,25746,27231,47891,48409,1.8,10.4,32.9,9.1,13.3,4.6,48.3,13,27.2
96101,48797,4952,30223,17278,28968,43661,-,5.3,8.3,28.1,12.3,12.6,1.2,45.9,17.6,27.4
96103,107368,53163,28500,41711,39583,17000,-,0.2,0.3,30.5,17.6,22.1,9.6,69.1,10.9,8.7
96104,52152,9378,51190,26042,48194,52500,41641,3.3,8.1,16.0,16.0,22.1,7.4,59.4,14.3,19.7
96105,42842,8968,-,-,-,-,-,0.0,0.0,100.0,0.0,0.0,0.0,27.8,24.4,0
96106,88833,18473,-,-,-,84000,-,0.0,7.3,16.4,20.0,19.4,23.6,79.4,7.9,9.7
96107,67896,15256,-,72896,27039,58406,-,9.5,7.4,32.3,8.2,16.0,5.7,47.1,12.1,33.5
96108,N,N,-,-,-,-,-,0.0,0.0,41.2,58.8,0.0,0.0,100,0,0
96109,54585,17126,-,51548,34500,-,-,2.3,0.0,48.2,20.1,6.9,3.0,57.4,22.5,9.5
96110,120199,81179,-,71250,-,-,-,10.1,6.5,36.0,6.5,10.1,4.3,61.4,14.5,16.6
96111,59622,35604,-,-,-,-,-,0.0,0.0,53.1,0.0,0.0,16.3,63.3,18.4,0
96112,47848,15715,-,-,40278,-,-,8.4,10.7,22.5,10.1,13.5,8.4,32.6,11.8,48
96113,45530,4566,-,24327,31731,40714,-,7.8,20.7,16.8,4.8,2.5,2.4,26.7,5,52.6
96114,84531,10479,27361,36823,66302,74653,65139,1.9,6.8,38.8,11.4,13.4,7.7,75.6,12.1,10
96115,40263,12404,-,-,-,-,-,5.1,1.5,31.4,9.5,14.6,0.0,73.8,5.5,1.4
96116,45046,44956,-,-,-,-,-,0.0,0.0,44.9,0.0,0.0,0.0,40.6,25.4,0
96117,34183,11001,-,-,-,-,-,1.9,1.4,58.9,9.6,9.1,2.9,48.2,17.6,22.9
96118,59576,12076,-,22333,30363,42283,-,0.7,7.9,41.0,9.6,9.6,6.5,54.9,8.7,28.7
96119,34517,34473,-,-,-,-,-,10.9,5.5,34.5,10.9,0.0,0.0,75.9,19,5.2
96120,78554,17462,-,25682,28417,42500,31667,2.0,9.3,25.9,5.2,14.2,9.7,40.1,11.1,39.2
96121,107979,55963,-,-,55197,-,-,0.0,0.0,49.4,14.3,15.5,0.0,79.9,8.2,11.9
96122,54585,7688,14602,48856,26923,61207,56277,1.6,8.8,31.0,12.1,9.7,12.4,44.7,15.9,26.1
96123,34877,12723,-,13750,-,-,-,0.0,37.5,0.0,20.8,0.0,0.0,95.8,0,0
96124,84229,39975,-,-,81354,122083,-,0.0,9.3,40.9,3.5,11.2,10.8,56.7,24.6,18.7
96125,169854,59057,-,-,-,-,-,0.0,2.1,3.7,25.7,21.4,25.7,61,3.2,16
96126,44821,35431,-,-,-,-,-,0.0,0.0,10.1,32.9,41.8,0.0,27.5,68.8,3.8
96128,88099,22054,-,32708,39659,-,-,3.0,2.2,26.9,13.5,11.0,6.9,68.4,8.8,18.8
96129,N,N,-,-,104646,-,-,0.0,0.0,49.3,38.1,0.0,0.0,100,0,0
96130,68931,4061,30677,40928,41055,50179,77891,4.6,16.9,24.6,8.7,6.2,4.3,37.1,11.6,45.5
96132,32171,11220,-,-,24000,-,-,11.5,2.6,47.4,2.6,15.4,0.0,68.8,13.8,2.5
96133,N,N,-,-,-,-,-,77.8,22.2,0.0,0.0,0.0,0.0,46.2,0,53.8
96134,58108,11466,20057,20556,30583,52917,98393,15.9,15.7,21.1,9.6,9.7,2.9,49,12.2,27.2
96135,53991,63488,-,-,-,-,-,0.0,0.0,0.0,21.0,61.0,0.0,42,18,0
96136,26441,20493,-,-,-,-,-,0.0,0.0,68.4,0.0,0.0,0.0,28.9,39.5,0
96137,65473,7463,-,31654,31625,25625,46146,2.8,5.2,31.1,10.1,20.3,8.2,62.4,10.5,17.6
96140,78113,18316,-,76389,-,43000,100395,0.0,0.0,29.6,6.0,42.1,12.4,48.2,15.9,32.1
96141,76290,23949,-,61500,23077,82981,-,6.2,2.6,25.8,11.4,36.3,7.8,65.2,6.1,22.1
96142,90226,26851,-,33472,-,51026,-,0.0,8.0,20.8,7.8,32.9,9.2,54.6,9.9,26.4
96143,64133,9952,14414,22417,29353,31609,-,7.5,1.7,34.3,4.9,23.5,10.4,40.6,10.1,46.4
96145,86179,14952,"2,500-",-,41960,51806,35357,0.4,3.2,23.6,5.7,37.7,10.7,48,13.4,35.5
96146,121588,44801,-,-,36801,42813,-,0.0,1.7,25.8,8.5,34.3,21.3,56.1,11.3,26.4
96148,78496,21034,-,20625,-,28281,-,6.7,6.6,20.1,8.1,21.5,3.0,68.8,7.3,21.4
96150,72818,4456,20577,31380,31084,47308,60476,5.5,4.8,28.3,10.8,20.3,10.0,46.1,12.6,35.4
96155,-,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96161,121233,11984,32917,36111,42129,58837,78807,2.6,4.6,22.6,9.4,32.3,15.0,58.2,9.2,29.9
96701,106265,3823,23486,35440,41605,54742,72757,2.5,2.7,22.2,11.4,22.4,11.6,50.2,8.8,32.9
96703,69625,9459,39583,38080,36979,30089,61875,5.3,6.8,17.6,6.8,14.3,2.5,42.3,8.2,35.5
96704,98482,39143,23199,27361,27828,31623,25769,3.0,4.9,27.7,7.5,14.0,13.5,56.1,11.2,23.7
96705,82731,10093,24750,36742,41674,46094,36250,12.9,2.0,13.8,20.2,18.9,4.4,54.5,7.3,30.6
96706,109675,3145,26534,35043,41335,52994,67256,4.0,4.1,23.8,14.2,18.8,6.4,56.6,7.8,29.3
96707,110534,3197,24945,32253,43983,51324,77316,2.8,3.5,24.9,11.5,21.1,8.9,50.8,10.1,33.2
96708,106126,14463,49185,33699,34409,50688,54620,1.0,3.0,23.2,11.4,22.3,14.1,51,14.9,28.8
96710,51175,15351,-,-,-,46429,-,0.0,15.0,28.8,10.3,14.2,3.9,48.9,14.6,17.6
96712,111431,11597,-,29468,41753,51233,78054,1.0,3.3,23.9,10.1,28.4,12.8,54.9,13,26.2
96713,79531,21171,"2,500-",25833,34286,30250,-,2.1,4.5,20.1,3.5,14.5,12.2,40.1,7.8,46.6
96714,51382,7342,31667,35781,45000,-,24063,5.8,4.8,18.0,7.2,19.6,11.8,51.7,11.1,24.9
96716,88142,11222,-,27162,36800,37417,49073,5.9,0.6,15.4,18.7,21.9,6.2,51.5,4.9,31.5
96717,90336,7890,-,35387,32393,58472,56389,3.2,5.3,19.4,6.9,19.5,10.9,50.4,9.7,32.3
96719,71967,17337,30221,25847,18500,46838,100294,3.5,2.2,26.4,13.7,13.8,4.2,53.4,6.9,36.9
96720,69975,3340,12215,28441,32198,41325,60119,2.1,5.5,18.6,11.3,21.9,9.7,42.1,9.8,38.7
96722,88832,11160,-,30078,50662,47250,44688,1.5,2.3,15.5,9.0,40.3,15.3,67.7,9.4,17.4
96725,72167,10542,16848,24904,32111,41417,46417,1.3,7.1,25.9,13.0,18.0,11.3,47.5,16.9,28.2
96726,116850,62365,-,25174,37333,42457,-,6.9,5.6,10.0,5.7,12.3,0.0,59.9,7.5,26.3
96727,72322,7741,24750,28432,33165,31806,-,5.4,3.6,22.4,9.0,12.2,5.4,48.4,10.6,31.5
96728,79759,19714,-,21875,35250,35938,73438,2.0,0.0,11.3,7.1,34.3,12.0,49.4,6.9,37
96729,66301,9869,27917,27227,28068,40139,81719,1.6,3.8,22.7,11.5,6.6,6.2,48.2,4.2,39.2
96730,88765,14872,6042,35833,51000,43750,58750,3.3,5.9,19.4,9.7,25.0,10.6,42.5,19.3,30.4
96731,98513,12010,-,31853,40402,35625,56071,5.2,2.2,20.3,7.7,19.4,10.3,57.3,8,28.6
96732,88545,5445,26130,34160,35042,42160,63333,6.7,6.3,21.3,10.8,13.0,4.5,46.5,10.8,33
96734,132314,5715,20645,35735,36884,61419,78774,1.0,3.0,20.5,8.2,27.9,19.9,54.5,8.6,31.3
96737,39320,9115,-,-,-,-,-,4.7,4.5,26.9,9.1,11.5,6.0,48.7,8.9,31.3
96738,85524,7476,35824,43889,35923,52772,67009,2.5,2.5,26.7,13.4,26.5,10.5,54.4,14,25.9
96740,88915,4247,27835,31261,35745,42339,50467,2.0,6.1,23.3,8.6,22.7,10.5,53.6,11.7,28.6
96741,94836,9918,12831,31495,38011,43000,53750,1.3,2.9,22.5,11.2,28.1,15.1,49.3,8.8,36.3
96742,70187,14972,30625,36875,61250,53750,-,3.8,8.9,19.0,20.3,13.9,8.9,45.2,8.3,31
96743,104543,11233,-,30580,36189,41767,55357,1.1,4.7,23.6,9.1,20.6,10.7,54.3,8.7,29.9
96744,117133,3747,18304,32445,42507,52324,71250,1.5,2.9,19.7,10.0,24.2,13.0,53.9,8.2,29.8
96746,84762,5391,37785,31685,38977,46920,50759,2.5,4.1,21.4,12.8,20.7,9.6,51.5,11,29.3
96747,77873,15704,33594,26438,34500,-,-,11.5,8.4,13.1,12.9,9.8,0.3,51.1,13.7,26.2
96748,59684,6514,-,25524,27019,41048,70855,3.5,3.5,20.8,11.0,11.4,7.2,49.5,9.7,29.5
96749,64544,6900,35938,31624,36801,30145,44853,3.1,5.4,23.9,11.0,19.5,6.0,47.3,14.8,30.2
96750,80405,12534,13438,35682,38882,42950,100208,2.1,5.0,22.9,8.2,20.0,5.4,51.2,12,33
96751,N,N,-,-,-,-,-,0.0,0.0,100.0,0.0,0.0,0.0,0,100,0
96752,74074,8460,36167,28938,42027,71250,78224,9.6,4.4,21.3,15.2,13.0,5.1,49.3,6.5,33.2
96753,96953,5789,31661,36144,37360,41889,63250,2.7,3.3,27.1,9.3,21.4,10.4,51.1,12.2,30.5
96754,100039,13012,40764,33125,36687,54063,51438,2.3,2.3,29.2,6.2,19.7,15.2,55,12.5,27.4
96755,74865,9175,-,34798,29036,31897,-,3.3,6.5,18.5,7.7,16.8,5.0,49,9.8,32.4
96756,87989,8160,23015,29107,36071,41173,57361,3.2,4.2,19.1,12.7,20.7,10.6,47.7,10.4,32.5
96757,46775,9818,-,15375,28750,47045,44464,10.7,2.7,16.1,11.5,11.7,23.9,59.3,5.3,25.4
96759,N,N,-,-,-,-,-,61.3,0.0,0.0,0.0,0.0,0.0,76.9,0,23.1
96760,54803,7247,-,28362,30952,45602,-,2.5,2.6,26.6,11.2,20.6,4.1,49.5,14.3,27.6
96761,100027,8351,34246,31883,37588,35529,60915,4.3,5.3,23.6,8.2,19.1,5.5,48.9,10.2,33.7
96762,112593,11724,-,35887,20540,32118,75139,0.6,1.7,26.5,8.7,30.3,15.2,43.5,3.1,50.4
96763,67944,9654,-,33229,35588,49831,40000,8.2,4.0,20.0,9.5,17.2,6.7,49.5,8,28.9
96764,66899,16760,-,41563,35511,-,-,3.2,4.2,21.7,13.7,19.5,7.0,49.3,9.6,27.8
96765,83834,23082,-,15729,33938,53359,-,2.0,0.0,15.9,23.6,29.5,6.5,65.5,15.4,16.7
96766,95405,10482,26049,31564,37088,46804,51042,5.5,3.9,19.2,10.6,13.9,6.7,48,9.4,34.5
96768,86037,5213,26607,37895,38085,45375,53354,1.9,3.4,25.8,11.7,17.2,7.7,48.4,13.6,30.9
96769,62978,12819,-,26375,48047,-,-,8.1,6.3,10.7,16.7,6.7,4.4,38.3,0.6,43.1
96770,53346,28817,-,21250,22708,-,40313,0.7,4.0,23.6,8.3,13.4,12.5,45.8,15.8,29
96771,52171,6261,16172,27280,31039,36932,55565,2.0,5.2,27.2,9.3,11.0,8.6,46,16.1,31.6
96772,75071,27535,35577,21771,23000,27857,50417,4.9,4.2,21.0,13.4,14.4,5.9,48.4,9,29.5
96773,58104,17200,-,-,-,-,-,0.0,0.0,36.7,14.3,24.5,12.2,61.2,0,38.8
96774,33300,24311,-,-,-,-,-,0.0,28.0,10.6,0.0,0.0,11.2,37.4,0,52.7
96776,77995,16661,16458,29667,31932,-,51736,6.2,7.4,18.5,5.3,16.0,14.1,52,8.8,29.8
96777,72712,25196,20089,22426,34808,57727,110263,8.0,8.5,15.4,2.5,14.5,5.4,50.5,9.9,30.4
96778,47643,3533,15078,25432,26117,31622,40417,1.1,6.1,26.9,11.5,12.7,9.9,41,15.4,35
96779,115409,19950,60714,36699,37286,51023,54097,1.2,3.6,20.9,7.7,20.1,15.2,45.6,14.5,36.5
96780,44893,12078,-,24408,30451,-,-,1.8,5.0,27.3,6.0,16.0,10.4,41.4,7.8,42.4
96781,74774,34144,-,25750,27270,37000,-,2.6,6.5,17.8,6.9,18.3,7.6,48.3,6.2,36.3
96782,100154,3366,27018,35598,40589,51515,72159,3.5,4.0,21.5,12.8,19.3,7.6,53.1,6.4,32.7
96783,55133,9066,13958,23867,29265,27935,"2,500-",2.4,6.3,16.3,10.9,18.9,14.2,48.4,8.2,30.5
96785,48502,13628,-,40483,17275,-,52452,0.0,3.1,15.9,9.5,10.9,23.7,40.9,10,44.1
96786,73047,3141,21516,34917,36721,40912,52054,4.9,3.5,30.5,12.3,15.7,4.4,58.5,6.7,29.2
96789,110210,2431,24339,35737,47327,60638,71173,1.6,2.5,22.4,12.8,28.1,11.9,57.1,6.3,31
96790,109588,12941,-,33333,38015,49276,63333,0.4,1.4,26.4,11.3,27.6,10.4,57.5,12.4,25.3
96791,97601,8707,25982,30592,35677,46581,52917,6.9,6.1,19.1,7.2,19.3,9.6,47.3,9.6,35.5
96792,79194,4285,19767,29133,31766,40436,52579,3.8,8.0,22.6,6.7,9.2,4.1,40.3,9.7,41.5
96793,95853,6016,27273,33123,39620,51911,55313,2.7,5.9,24.9,10.4,15.0,9.3,46.1,12.7,33.7
96795,106431,12627,24849,34464,37132,54643,65362,1.9,5.7,22.5,9.5,11.7,6.6,44,10.5,37.3
96796,89182,18094,-,31330,41042,41964,108214,11.0,2.2,15.4,19.1,21.3,2.9,49.3,7.8,32.1
96797,104400,3048,23438,31589,38203,45013,62844,6.5,5.1,21.6,12.4,18.7,5.4,50.1,6.1,35.1
96813,96950,6253,27500,32180,38824,59212,64211,3.5,4.4,17.4,9.6,27.0,17.0,50.2,13,29.5
96814,83712,6910,19821,30013,36905,52553,74623,3.2,4.1,17.4,8.5,30.6,17.5,46.8,13.5,32.5
96815,83397,4525,24572,31097,36681,50669,70671,2.7,3.4,21.0,10.2,28.2,16.0,43.5,14.2,34.8
96816,114533,5450,27643,31900,36308,50505,64781,3.5,3.8,18.0,8.3,27.5,16.5,45.3,10,35.3
96817,81675,3494,18522,30067,33274,45791,62229,12.9,8.1,15.9,7.3,19.7,9.8,44.9,9.3,36
96818,86993,2748,26449,34202,41898,51250,63825,4.1,3.5,25.1,14.3,22.6,8.7,63.4,6,24.9
96819,100539,4177,31020,31305,34615,43612,74602,7.9,11.9,17.7,11.5,13.3,4.2,45.1,6.5,39.3
96821,159821,7339,31957,45395,42540,59797,84154,1.1,2.2,15.6,6.9,32.7,26.4,59,7.9,23.3
96822,95551,3983,18051,31854,38297,48345,66052,2.4,2.1,17.8,8.4,27.1,22.2,42.1,8.5,41.6
96825,142907,5639,21875,36122,51841,68058,84539,0.8,1.7,17.4,8.1,31.9,23.7,62.1,8.8,21.8
96826,63501,3666,22692,27529,36950,41127,56124,5.2,6.2,17.6,10.6,23.2,11.5,38.2,16,37.9
96850,-,**,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96853,-,**,-,26786,32778,38068,-,0.0,0.0,18.9,0.0,10.1,0.0,4.2,1.8,93.9
96857,-,**,-,26750,24403,24410,-,0.0,0.0,31.4,3.8,17.0,0.7,6.1,2.1,91.3
96859,-,**,-,24375,-,-,-,0.0,0.0,0.0,0.0,24.5,0.0,5,0,95
96860,-,**,-,26500,27042,21250,-,1.9,0.0,17.5,6.5,7.9,0.0,5.9,1,93.1
96863,-,**,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
97001,61122,25346,-,-,-,37813,-,17.4,14.7,16.7,2.3,20.1,12.4,47,8.4,42.5
97002,91847,10031,27000,38984,37063,54464,53929,2.0,2.8,24.1,7.8,25.9,11.5,60.2,10.6,22.6
97004,93327,10610,29712,29566,51292,63750,92917,3.5,4.6,29.2,10.8,18.6,7.1,64.2,11.5,18.7
97005,62786,4886,21230,25116,31217,45979,56411,9.1,7.1,22.8,8.0,21.4,7.9,42.1,13.6,36.3
97006,83409,3047,24872,29076,36529,53801,80119,3.7,4.7,20.6,9.9,28.8,14.3,49.1,11.5,34.3
97007,96213,3642,25426,30867,39829,54972,78949,4.1,4.2,22.6,9.9,26.9,14.0,53.1,11,31.1
97008,76137,3913,21834,27549,37003,50869,63869,5.9,5.6,22.0,7.9,28.9,11.1,49.5,13.6,29.2
97009,92123,7821,18789,34130,45865,58144,77500,6.2,6.1,33.5,9.7,11.6,7.1,58.7,12.7,22.6
97011,73851,31396,-,-,73750,-,-,0.0,20.0,35.5,5.7,23.0,4.3,28.8,19.2,45.6
97013,83276,4437,21696,32434,43864,56936,54940,6.4,5.3,28.2,10.6,16.9,7.6,58.2,12,23.7
97014,52027,9298,-,-,32407,43750,75972,3.5,6.5,34.7,8.5,9.6,4.2,48,16.6,21.9
97015,80947,3918,23466,33318,37527,60837,65647,1.7,4.6,27.5,10.3,22.5,9.6,46.5,14.7,32.9
97016,65636,9067,38750,25625,39975,-,61518,3.6,7.4,31.1,10.0,10.6,6.0,55.5,15.9,21.8
97017,93213,11604,51528,48021,48750,62727,61635,0.4,6.1,29.5,6.8,19.8,4.0,61.5,8,26
97018,74720,12594,18317,24083,47500,46000,34191,2.3,6.4,34.3,6.5,10.4,7.3,57.6,13.9,20.4
97019,76227,7799,36000,41161,34886,60114,54273,1.0,8.5,20.6,8.1,15.3,14.1,60,10.6,25
97020,72744,8711,27895,30870,32619,40833,50833,9.4,2.4,33.2,12.0,10.9,3.8,56.5,11.6,23.3
97021,69503,12087,-,33500,30625,67500,50625,0.9,1.7,39.1,11.5,12.0,5.8,54.1,12.2,28.2
97022,71968,10754,-,41318,37394,51681,107843,2.3,6.0,32.0,5.8,12.0,5.6,58.3,12.3,21.9
97023,83561,14051,32169,37625,43816,51119,66375,2.7,7.7,25.8,8.7,10.8,5.2,59.8,10.1,24.7
97024,67542,6984,18534,21333,43319,50097,50144,5.0,8.5,31.4,7.5,14.4,6.9,50.2,13.9,31.1
97026,68429,10236,19917,30788,32335,41705,45227,15.8,6.3,22.1,9.4,8.2,2.9,47.9,5.7,36.9
97027,68601,5465,25000,31503,32783,46901,64650,2.3,7.7,27.7,12.4,16.1,5.9,43.1,16.1,32.5
97028,115448,28429,-,-,-,-,-,0.0,0.0,14.7,0.0,38.2,47.1,29.4,25,0
97029,114561,50169,-,27813,27813,-,16023,1.4,2.3,23.7,9.3,15.3,13.5,48.8,11.3,28.1
97030,59054,2653,19721,23817,31716,39727,59732,6.2,7.4,26.8,10.1,15.1,6.5,41.5,14.8,34.2
97031,78916,8465,20556,31717,27121,46353,54199,13.2,7.9,19.9,5.4,18.8,12.4,51.4,10.4,31.3
97032,64483,6075,23696,42336,38914,55313,53750,10.0,12.6,26.4,8.2,10.7,3.8,60.9,13.2,19.4
97033,32734,16759,-,-,-,-,-,0.0,0.0,22.6,22.6,16.1,0.0,30.6,14.5,32.3
97034,176099,14462,-,31420,41767,82273,102852,0.9,0.7,16.5,5.0,39.2,30.6,66,9.9,17.5
97035,116833,6784,43333,36288,39148,59439,82270,0.2,1.4,19.3,4.6,40.6,24.3,55.2,13.2,25.6
97037,52902,8038,-,-,32206,30781,-,0.3,6.6,26.4,14.7,10.3,4.3,54.6,16.3,20.6
